Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Disease	ANAPC5	0.094495612	0.002896826
Disease	AP1G1	0.053487532	0.002896826
Disease	AP1S2	0.07784358	0.002896826
Disease	AP2S1	0.101771484	0.002896826
Disease	ARF1	0.080859896	0.002896826
Disease	ATG7	0.052310152	0.002896826
Disease	ATM	0.059946192	0.002896826
Disease	ATRX	0.110897506	0.002896826
Disease	BCL2L1	0.099514492	0.002896826
Disease	BCL2L11	0.144033225	0.002896826
Disease	BRCA1	0.055527414	0.002896826
Disease	BRCA2	0.055255887	0.002896826
Disease	CAP1	0.094486548	0.002896826
Disease	CCNB1	0.072154739	0.002896826
Disease	CCNB2	0.071663191	0.002896826
Disease	CCND3	0.065438153	0.002896826
Disease	CHKB	0.056674584	0.002896826
Disease	CKS2	0.096663871	0.002896826
Disease	CNPY3	0.05356314	0.002896826
Disease	DTNB	0.079072649	0.002896826
Disease	DUSP22	0.054483376	0.002896826
Disease	EMC6	0.083654383	0.002896826
Disease	ERCC5	0.084991398	0.002896826
Disease	ETV6	0.120133662	0.002896826
Disease	FKBP5	0.050314404	0.002896826
Disease	GGA2	0.086628036	0.002896826
Disease	GLG1	0.05447218	0.002896826
Disease	GPS2	0.059610904	0.002896826
Disease	GTF2F2	0.061273702	0.002896826
Disease	HIPK3	0.051433998	0.002896826
Disease	HSP90AA1	0.108244486	0.002896826
Disease	HSPA4	0.064289378	0.002896826
Disease	HSPB1	0.115098578	0.002896826
Disease	HTRA2	0.050657546	0.002896826
Disease	IPO7	0.067946348	0.002896826
Disease	IQSEC1	0.081712379	0.002896826
Disease	KPNA1	0.086053275	0.002896826
Disease	KPNA2	0.075893911	0.002896826
Disease	KPNB1	0.103871042	0.002896826
Disease	LGALS1	0.128804613	0.002896826
Disease	LGALS9	0.090574572	0.002896826
Disease	LMNA	0.08730431	0.002896826
Disease	M6PR	0.113135762	0.002896826
Disease	MRTFA	0.075354317	0.002896826
Disease	MYCBP2	0.100054978	0.002896826
Disease	NCOA2	0.062304409	0.002896826
Disease	NF1	0.07204374	0.002896826
Disease	NPC2	0.126832161	0.002896826
Disease	PAPSS1	0.078011888	0.002896826
Disease	PCBD1	0.06967686	0.002896826
Disease	PDLIM1	0.098085092	0.002896826
Disease	PHACTR1	0.05555443	0.002896826
Disease	POU2F1	0.050391411	0.002896826
Disease	PPP2R1A	0.110017198	0.002896826
Disease	PPP2R5C	0.086378057	0.002896826
Disease	PPP2R5E	0.064052315	0.002896826
Disease	PRRC2C	0.093078656	0.002896826
Disease	PSAP	0.11967692	0.002896826
Disease	RABGAP1L	0.150804492	0.002896826
Disease	RAD50	0.085569251	0.002896826
Disease	RAD51B	0.079124467	0.002896826
Disease	RFC1	0.071510514	0.002896826
Disease	RPA3	0.078357399	0.002896826
Disease	RRM1	0.056646367	0.002896826
Disease	SCAI	0.055466638	0.002896826
Disease	SCYL2	0.068814956	0.002896826
Disease	SPRED2	0.055599629	0.002896826
Disease	SUPT20H	0.054897387	0.002896826
Disease	TBL1XR1	0.098322946	0.002896826
Disease	TERF2IP	0.107467926	0.002896826
Disease	TLN1	0.118975139	0.002896826
Disease	TM9SF2	0.055593497	0.002896826
Disease	TRIM24	0.081956063	0.002896826
Disease	TWF2	0.11270205	0.002896826
Disease	UBE2H	0.090800271	0.002896826
Disease	USP12	0.072974147	0.002896826
Disease	UXT	0.0754104	0.002896826
Disease	WRN	0.066007249	0.002896826
Disease	XPC	0.082388075	0.002896826
Disease	XRCC6	0.078070601	0.002896826
Disease	ZNF148	0.109853912	0.002896826
Disease	ZNF292	0.120946936	0.002896826
Disease	ZNF318	0.078004173	0.002896826
Immune System	ACSL1	0.071618081	0.002219791
Immune System	ADAM10	0.070967477	0.002219791
Immune System	ADAR	0.081494286	0.002219791
Immune System	ADSL	0.069858504	0.002219791
Immune System	AIF1	0.051813211	0.002219791
Immune System	AKT3	0.10974114	0.002219791
Immune System	ALCAM	0.07367288	0.002219791
Immune System	ALOX5AP	0.082494772	0.002219791
Immune System	ALPK1	0.09160659	0.002219791
Immune System	ANKRD11	0.116619463	0.002219791
Immune System	APH1A	0.064474921	0.002219791
Immune System	APOL6	0.015659317	0.002219791
Immune System	ARFGEF1	0.084446203	0.002219791
Immune System	ARHGAP25	0.101281354	0.002219791
Immune System	ARHGDIB	0.065469734	0.002219791
Immune System	ARIH2	0.057675022	0.002219791
Immune System	ATP6V0E1	0.121500074	0.002219791
Immune System	ATXN3	0.057733677	0.002219791
Immune System	B2M	-0.005919117	0.002219791
Immune System	BAZ1B	0.096294646	0.002219791
Immune System	BCL2	0.09665885	0.002219791
Immune System	BCL2A1	0.054276642	0.002219791
Immune System	BECN1	0.05874935	0.002219791
Immune System	BHLHE40	0.137769969	0.002219791
Immune System	BIRC2	0.077218364	0.002219791
Immune System	BIRC3	0.091144123	0.002219791
Immune System	BLK	0.124117267	0.002219791
Immune System	BLNK	0.121837019	0.002219791
Immune System	BRD4	0.101655339	0.002219791
Immune System	BST2	0.038839197	0.002219791
Immune System	BTG1	0.089556197	0.002219791
Immune System	BTG2	0.102352841	0.002219791
Immune System	C1S	0.007529013	0.002219791
Immune System	C1orf43	0.099739569	0.002219791
Immune System	CALR	0.1170686	0.002219791
Immune System	CANX	0.07041764	0.002219791
Immune System	CAPNS1	0.111100196	0.002219791
Immune System	CARD11	0.093398117	0.002219791
Immune System	CASP1	0.036949141	0.002219791
Immune System	CASP4	0.044035641	0.002219791
Immune System	CASP7	0.014323232	0.002219791
Immune System	CCDC106	0.058783589	0.002219791
Immune System	CCL5	0.006367962	0.002219791
Immune System	CCR7	0.152481573	0.002219791
Immune System	CCT2	0.106389475	0.002219791
Immune System	CD19	0.053601488	0.002219791
Immune System	CD274	0.042867211	0.002219791
Immune System	CD40	0.090149336	0.002219791
Immune System	CD46	0.076441355	0.002219791
Immune System	CD48	0.06188991	0.002219791
Immune System	CD5	0.053691506	0.002219791
Immune System	CD52	0.106195112	0.002219791
Immune System	CD53	0.087930608	0.002219791
Immune System	CD70	0.164279725	0.002219791
Immune System	CD79A	0.080744959	0.002219791
Immune System	CD86	0.139565191	0.002219791
Immune System	CDC34	0.056292522	0.002219791
Immune System	CDC42	0.076594019	0.002219791
Immune System	CDK4	0.072101345	0.002219791
Immune System	CDKN1A	0.119102456	0.002219791
Immune System	CFLAR	0.149819667	0.002219791
Immune System	CKS1B	0.059499783	0.002219791
Immune System	CMTM6	0.128002483	0.002219791
Immune System	CORO1A	0.067450659	0.002219791
Immune System	CREB1	0.079026094	0.002219791
Immune System	CREM	0.062373355	0.002219791
Immune System	CSF2RB	0.049397572	0.002219791
Immune System	CSTB	0.140948771	0.002219791
Immune System	CTSB	0.101202541	0.002219791
Immune System	CTSD	0.095165676	0.002219791
Immune System	CTSH	0.184085835	0.002219791
Immune System	CTSS	0.075280637	0.002219791
Immune System	CUL1	0.07502867	0.002219791
Immune System	CXCR4	0.088486336	0.002219791
Immune System	CXCR5	0.055216487	0.002219791
Immune System	CYBA	0.103013456	0.002219791
Immune System	CYLD	0.117615658	0.002219791
Immune System	CYTIP	0.113180017	0.002219791
Immune System	DAPP1	0.097298693	0.002219791
Immune System	DBNL	0.089426562	0.002219791
Immune System	DDX60	0.014690203	0.002219791
Immune System	DEK	0.084758355	0.002219791
Immune System	DHX58	0.010366695	0.002219791
Immune System	DOCK2	0.114386852	0.002219791
Immune System	DTX1	0.086543264	0.002219791
Immune System	DUSP10	0.067981703	0.002219791
Immune System	DUSP4	0.172667548	0.002219791
Immune System	DUSP5	0.079851102	0.002219791
Immune System	EBI3	0.162751083	0.002219791
Immune System	EIF2AK2	0.0783397	0.002219791
Immune System	EIF2S1	0.068680521	0.002219791
Immune System	EIF2S2	0.076599098	0.002219791
Immune System	EIF4EBP1	0.061969646	0.002219791
Immune System	ELOB	0.094467023	0.002219791
Immune System	ELOC	0.091552904	0.002219791
Immune System	EMP3	0.081407174	0.002219791
Immune System	ENTPD1	0.154692961	0.002219791
Immune System	EPSTI1	0.059655142	0.002219791
Immune System	ERBIN	0.06540925	0.002219791
Immune System	FAS	0.049971126	0.002219791
Immune System	FBXW11	0.080704338	0.002219791
Immune System	FBXW7	0.138350125	0.002219791
Immune System	FLI1	0.09828986	0.002219791
Immune System	FNDC3A	0.062891435	0.002219791
Immune System	FRS2	0.054890395	0.002219791
Immune System	FYN	0.058733349	0.002219791
Immune System	GAB1	0.057731851	0.002219791
Immune System	GADD45A	0.053325391	0.002219791
Immune System	GADD45B	0.112343385	0.002219791
Immune System	GCH1	0.025946983	0.002219791
Immune System	GGCT	0.080783603	0.002219791
Immune System	GM2A	0.082500963	0.002219791
Immune System	GMFG	0.117286334	0.002219791
Immune System	GRB2	0.103012623	0.002219791
Immune System	GRSF1	0.115951209	0.002219791
Immune System	GTF2A2	0.105897307	0.002219791
Immune System	HCLS1	0.113796976	0.002219791
Immune System	HDAC8	0.079501663	0.002219791
Immune System	HERC1	0.171914708	0.002219791
Immune System	HERC2	0.060157537	0.002219791
Immune System	HIF1A	0.106877166	0.002219791
Immune System	HLA-A	0.009375034	0.002219791
Immune System	HLA-DMA	0.114179922	0.002219791
Immune System	HLA-DMB	0.098705222	0.002219791
Immune System	HLA-DPA1	0.066208115	0.002219791
Immune System	HLA-DPB1	0.09897618	0.002219791
Immune System	HLA-DQB1	0.092117859	0.002219791
Immune System	HLA-DRB1	0.056128582	0.002219791
Immune System	HLA-F	0.070507299	0.002219791
Immune System	HLA-G	0.028962149	0.002219791
Immune System	HUWE1	0.084755558	0.002219791
Immune System	ICAM1	0.047301738	0.002219791
Immune System	ID2	0.069028711	0.002219791
Immune System	IER2	0.060795927	0.002219791
Immune System	IER3	0.09221953	0.002219791
Immune System	IER5	0.117960629	0.002219791
Immune System	IFI16	0.089183546	0.002219791
Immune System	IFI30	0.137526281	0.002219791
Immune System	IFI35	0.028627895	0.002219791
Immune System	IFI44	0.016360065	0.002219791
Immune System	IFI44L	-0.000722397	0.002219791
Immune System	IFIH1	0.071836292	0.002219791
Immune System	IFIT2	-0.001523605	0.002219791
Immune System	IFITM1	0.06905534	0.002219791
Immune System	IFITM2	0.082148763	0.002219791
Immune System	IFITM3	0.023763861	0.002219791
Immune System	IFNAR2	0.055974104	0.002219791
Immune System	IFNGR1	0.108967262	0.002219791
Immune System	IFNGR2	0.043368602	0.002219791
Immune System	IFNLR1	0.058019612	0.002219791
Immune System	IGF2R	0.103838194	0.002219791
Immune System	IL10RA	0.102842822	0.002219791
Immune System	IL10RB	0.059939694	0.002219791
Immune System	IL13RA1	0.097400891	0.002219791
Immune System	IL15	0.089309005	0.002219791
Immune System	IL15RA	0.027896218	0.002219791
Immune System	IL16	0.051355876	0.002219791
Immune System	IL18BP	0.006268378	0.002219791
Immune System	IL21R	0.084484804	0.002219791
Immune System	IL2RB	0.009620868	0.002219791
Immune System	IL2RG	0.071734215	0.002219791
Immune System	IL4R	0.066948861	0.002219791
Immune System	IL6ST	0.057198034	0.002219791
Immune System	IL7	0.049906352	0.002219791
Immune System	ILK	0.090776644	0.002219791
Immune System	INPP5D	0.15449013	0.002219791
Immune System	IRF1	0.056456473	0.002219791
Immune System	IRF4	0.11410508	0.002219791
Immune System	IRF5	0.087220047	0.002219791
Immune System	IRF7	0.003348109	0.002219791
Immune System	IRF8	0.092131531	0.002219791
Immune System	IRF9	0.030691832	0.002219791
Immune System	ISG15	0.032397811	0.002219791
Immune System	ISG20	0.005749745	0.002219791
Immune System	ITCH	0.071848602	0.002219791
Immune System	ITGAL	0.075090077	0.002219791
Immune System	ITGB2	0.081759806	0.002219791
Immune System	JAK1	0.093229003	0.002219791
Immune System	JAK2	0.125812864	0.002219791
Immune System	JAK3	0.050899746	0.002219791
Immune System	JUN	0.130527308	0.002219791
Immune System	JUNB	0.109374978	0.002219791
Immune System	JUND	0.062849529	0.002219791
Immune System	KLF6	0.140396157	0.002219791
Immune System	KPNA4	0.070756892	0.002219791
Immune System	KPNA6	0.063539495	0.002219791
Immune System	KYNU	0.077725377	0.002219791
Immune System	LAP3	0.041943884	0.002219791
Immune System	LAT2	0.076075848	0.002219791
Immune System	LGALS3BP	0.017614944	0.002219791
Immune System	LITAF	0.147967271	0.002219791
Immune System	LRPPRC	0.098452624	0.002219791
Immune System	LRRFIP2	0.069536287	0.002219791
Immune System	LSP1	0.171290409	0.002219791
Immune System	LST1	0.063864878	0.002219791
Immune System	LY6E	0.092631233	0.002219791
Immune System	LY86	0.055439044	0.002219791
Immune System	LYN	0.094683977	0.002219791
Immune System	MAGT1	0.055113559	0.002219791
Immune System	MALT1	0.112437528	0.002219791
Immune System	MAP3K1	0.075452327	0.002219791
Immune System	MAP3K14	0.121073937	0.002219791
Immune System	MAP3K8	0.115981599	0.002219791
Immune System	MAP4K1	0.070413658	0.002219791
Immune System	MAPK14	0.089782458	0.002219791
Immune System	MAPK8	0.086362231	0.002219791
Immune System	MCL1	0.068127095	0.002219791
Immune System	MCTS1	0.050860169	0.002219791
Immune System	MFSD1	0.07222724	0.002219791
Immune System	MPZL1	0.061209714	0.002219791
Immune System	MR1	0.072651879	0.002219791
Immune System	MRPL3	0.059493426	0.002219791
Immune System	MX1	0.023951864	0.002219791
Immune System	MYD88	0.029607783	0.002219791
Immune System	NAMPT	0.039838185	0.002219791
Immune System	NCF1	0.123345657	0.002219791
Immune System	NCF2	0.095798387	0.002219791
Immune System	NFATC3	0.085680752	0.002219791
Immune System	NFKB1	0.073622631	0.002219791
Immune System	NFKB2	0.078144825	0.002219791
Immune System	NFKBIA	0.075279869	0.002219791
Immune System	NFKBID	0.066628881	0.002219791
Immune System	NFKBIE	0.114843239	0.002219791
Immune System	NFKBIZ	0.077905892	0.002219791
Immune System	NINJ1	0.132977994	0.002219791
Immune System	NLRC5	0.119121966	0.002219791
Immune System	NMI	0.048867491	0.002219791
Immune System	NOD1	0.020349271	0.002219791
Immune System	NR2C2	0.056642905	0.002219791
Immune System	NR3C1	0.089780684	0.002219791
Immune System	NSD3	0.081652259	0.002219791
Immune System	NSF	0.110570367	0.002219791
Immune System	OAS1	0.094182476	0.002219791
Immune System	OAS2	0.021382692	0.002219791
Immune System	OAS3	0.022762079	0.002219791
Immune System	OPTN	0.090084205	0.002219791
Immune System	OTULIN	0.118228463	0.002219791
Immune System	P4HB	0.051708664	0.002219791
Immune System	PAICS	0.072195132	0.002219791
Immune System	PAK1	0.120014739	0.002219791
Immune System	PAK2	0.09437795	0.002219791
Immune System	PARP12	0.041167143	0.002219791
Immune System	PARP14	0.046479574	0.002219791
Immune System	PARP9	0.065866737	0.002219791
Immune System	PDCD4	0.121082711	0.002219791
Immune System	PDPK1	0.054625386	0.002219791
Immune System	PDRG1	0.050409956	0.002219791
Immune System	PECAM1	0.076730207	0.002219791
Immune System	PELI1	0.084778034	0.002219791
Immune System	PFKFB3	0.072077561	0.002219791
Immune System	PHF11	0.0854833	0.002219791
Immune System	PIAS1	0.123675405	0.002219791
Immune System	PIK3AP1	0.071129754	0.002219791
Immune System	PIK3CA	0.073574804	0.002219791
Immune System	PIK3CD	0.148625256	0.002219791
Immune System	PIK3R1	0.095115158	0.002219791
Immune System	PIK3R5	0.06324475	0.002219791
Immune System	PIM1	0.014566883	0.002219791
Immune System	PLCG2	0.090755066	0.002219791
Immune System	PLEK	0.124558744	0.002219791
Immune System	PLSCR1	0.018685971	0.002219791
Immune System	PMAIP1	0.077424043	0.002219791
Immune System	PML	0.07504254	0.002219791
Immune System	PPP1R15A	0.087303673	0.002219791
Immune System	PRDX2	0.061895215	0.002219791
Immune System	PSMA1	0.112812955	0.002219791
Immune System	PSMA3	0.054566245	0.002219791
Immune System	PSMA4	0.067727664	0.002219791
Immune System	PSMB10	0.05115431	0.002219791
Immune System	PSMB8	0.094366971	0.002219791
Immune System	PSMC1	0.057978251	0.002219791
Immune System	PSMC5	0.056333356	0.002219791
Immune System	PSMC6	0.067207533	0.002219791
Immune System	PSMD1	0.064573995	0.002219791
Immune System	PSMD11	0.061940943	0.002219791
Immune System	PSMD12	0.052945483	0.002219791
Immune System	PSMD13	0.067394135	0.002219791
Immune System	PSMD2	0.069288124	0.002219791
Immune System	PSMD3	0.050968776	0.002219791
Immune System	PSMD4	0.085282699	0.002219791
Immune System	PSMD6	0.077239721	0.002219791
Immune System	PSMD7	0.073940439	0.002219791
Immune System	PTPN11	0.038586095	0.002219791
Immune System	PTPN2	0.032582858	0.002219791
Immune System	PTPN6	0.103075745	0.002219791
Immune System	RAB31	0.087774589	0.002219791
Immune System	RAC1	0.1445732	0.002219791
Immune System	RAC2	0.109357247	0.002219791
Immune System	RAD23A	0.074714905	0.002219791
Immune System	RAN	0.088933028	0.002219791
Immune System	RAP1A	0.135307398	0.002219791
Immune System	RAP1B	0.105348006	0.002219791
Immune System	RAPGEF1	0.152132489	0.002219791
Immune System	RASA1	0.07975057	0.002219791
Immune System	RBBP7	0.079694373	0.002219791
Immune System	RBCK1	0.058618429	0.002219791
Immune System	REL	0.08971645	0.002219791
Immune System	RFX5	0.06563197	0.002219791
Immune System	RIPK2	0.078624091	0.002219791
Immune System	RNF10	0.056909839	0.002219791
Immune System	RNF111	0.091932586	0.002219791
Immune System	RNF168	0.057150421	0.002219791
Immune System	RNF213	0.063712093	0.002219791
Immune System	RNF216	0.081135771	0.002219791
Immune System	RNF31	0.021491023	0.002219791
Immune System	RNF7	0.093070989	0.002219791
Immune System	RPS6KA1	0.05262122	0.002219791
Immune System	RPS6KA2	0.050097346	0.002219791
Immune System	RPS6KA3	0.08135529	0.002219791
Immune System	RRAS2	0.076011722	0.002219791
Immune System	RTP4	0.001632838	0.002219791
Immune System	RUNX3	0.118342574	0.002219791
Immune System	SAMD9L	0.044963748	0.002219791
Immune System	SAMSN1	0.149061085	0.002219791
Immune System	SASH3	0.075736565	0.002219791
Immune System	SAT1	0.098461507	0.002219791
Immune System	SDCBP	0.059497856	0.002219791
Immune System	SEC11A	0.094026528	0.002219791
Immune System	SEC24B	0.061173233	0.002219791
Immune System	SEMA4D	0.060420486	0.002219791
Immune System	SERPINB1	0.140982706	0.002219791
Immune System	SERPINB6	0.091943891	0.002219791
Immune System	SERPINB9	0.093993147	0.002219791
Immune System	SF3B1	0.097009038	0.002219791
Immune System	SIAH1	0.070162428	0.002219791
Immune System	SKAP2	0.080982026	0.002219791
Immune System	SKP1	0.094798191	0.002219791
Immune System	SLAMF7	0.093732358	0.002219791
Immune System	SLIRP	0.105458631	0.002219791
Immune System	SMAD7	0.052601489	0.002219791
Immune System	SMS	0.128923161	0.002219791
Immune System	SNRPD3	0.089358648	0.002219791
Immune System	SNRPE	0.073168	0.002219791
Immune System	SNRPF	0.112343858	0.002219791
Immune System	SNRPG	0.077522686	0.002219791
Immune System	SOCS1	0.142556738	0.002219791
Immune System	SOCS3	0.011824215	0.002219791
Immune System	SOD2	0.046394787	0.002219791
Immune System	SORL1	0.077366886	0.002219791
Immune System	SOS1	0.067354039	0.002219791
Immune System	SOS2	0.083836947	0.002219791
Immune System	SP100	0.143240443	0.002219791
Immune System	SP110	0.101011055	0.002219791
Immune System	SPI1	0.07635929	0.002219791
Immune System	SPIB	0.112873733	0.002219791
Immune System	SPN	0.081194616	0.002219791
Immune System	SQOR	0.071111713	0.002219791
Immune System	SQSTM1	0.117148933	0.002219791
Immune System	SREBF2	0.0962984	0.002219791
Immune System	SRGAP2	0.07250544	0.002219791
Immune System	SRGN	0.108750705	0.002219791
Immune System	SRRM1	0.078042794	0.002219791
Immune System	SRSF3	0.09194433	0.002219791
Immune System	SSR1	0.065440562	0.002219791
Immune System	SSR2	0.087204404	0.002219791
Immune System	SSR3	0.072409686	0.002219791
Immune System	ST13	0.125369152	0.002219791
Immune System	ST6GAL1	0.117054517	0.002219791
Immune System	STAT1	0.065797198	0.002219791
Immune System	STAT2	0.047018877	0.002219791
Immune System	STAT3	0.096870985	0.002219791
Immune System	STAT4	0.050794881	0.002219791
Immune System	STAT5A	0.122541666	0.002219791
Immune System	STAT5B	0.062145515	0.002219791
Immune System	STAT6	0.054347021	0.002219791
Immune System	SUSD6	0.064941979	0.002219791
Immune System	SYK	0.099737207	0.002219791
Immune System	TAB2	0.105234041	0.002219791
Immune System	TANK	0.121948052	0.002219791
Immune System	TAP1	0.067614163	0.002219791
Immune System	TAPBP	0.061382067	0.002219791
Immune System	TAX1BP1	0.118372135	0.002219791
Immune System	TBK1	0.052288182	0.002219791
Immune System	TCF12	0.106591679	0.002219791
Immune System	TCP1	0.084238221	0.002219791
Immune System	TEC	0.07950373	0.002219791
Immune System	TGFBR2	0.094186236	0.002219791
Immune System	TGIF1	0.066611532	0.002219791
Immune System	TLE4	0.054306492	0.002219791
Immune System	TMEM59	0.071188613	0.002219791
Immune System	TNFAIP2	0.083976467	0.002219791
Immune System	TNFAIP3	0.1282623	0.002219791
Immune System	TNFAIP6	0.014423978	0.002219791
Immune System	TNFRSF14	0.101511008	0.002219791
Immune System	TNFRSF17	0.055331947	0.002219791
Immune System	TNFRSF1B	0.097775881	0.002219791
Immune System	TNFRSF4	0.096372857	0.002219791
Immune System	TNFRSF8	0.053922535	0.002219791
Immune System	TNFRSF9	0.084634362	0.002219791
Immune System	TNFSF10	0.001989871	0.002219791
Immune System	TNFSF4	0.127730124	0.002219791
Immune System	TNFSF9	0.103196521	0.002219791
Immune System	TNIP1	0.142636947	0.002219791
Immune System	TNKS2	0.092620132	0.002219791
Immune System	TRAF1	0.079141462	0.002219791
Immune System	TRAF3	0.135934669	0.002219791
Immune System	TRAF4	0.107209093	0.002219791
Immune System	TRIB1	0.051414895	0.002219791
Immune System	TRIM14	0.012151103	0.002219791
Immune System	TRIM21	0.028711213	0.002219791
Immune System	TRIM22	0.099825562	0.002219791
Immune System	TRIM25	0.026343675	0.002219791
Immune System	TRIM5	0.058494854	0.002219791
Immune System	TRIP12	0.075954096	0.002219791
Immune System	TSPO	0.145344838	0.002219791
Immune System	TXN	0.067731251	0.002219791
Immune System	TXNIP	0.070681803	0.002219791
Immune System	TXNRD1	0.07051216	0.002219791
Immune System	TYMP	0.08635	0.002219791
Immune System	TYMS	0.086331792	0.002219791
Immune System	TYW3	0.065846156	0.002219791
Immune System	UBB	0.090196493	0.002219791
Immune System	UBC	0.087137658	0.002219791
Immune System	UBE2A	0.10275819	0.002219791
Immune System	UBE2D3	0.089837953	0.002219791
Immune System	UBE2E1	0.119960826	0.002219791
Immune System	UBE2K	0.094811874	0.002219791
Immune System	UBE2L3	0.066847944	0.002219791
Immune System	UBE2L6	0.072798693	0.002219791
Immune System	UBE2N	0.084492389	0.002219791
Immune System	UBE2V1	0.066432222	0.002219791
Immune System	UBR1	0.06954139	0.002219791
Immune System	UBR5	0.090441403	0.002219791
Immune System	USP15	0.058044933	0.002219791
Immune System	USP3	0.074855739	0.002219791
Immune System	USP33	0.058189966	0.002219791
Immune System	USP4	0.058097442	0.002219791
Immune System	USP48	0.107886896	0.002219791
Immune System	USP8	0.087857026	0.002219791
Immune System	VAV2	0.091588129	0.002219791
Immune System	VDAC1	0.094406049	0.002219791
Immune System	VDAC2	0.123484833	0.002219791
Immune System	WNK1	0.109556476	0.002219791
Immune System	XAF1	0.012344343	0.002219791
Immune System	YWHAQ	0.083779386	0.002219791
Immune System	ZC3HAV1	0.093241429	0.002219791
Immune System	ZFAND6	0.084982328	0.002219791
Immune System	ZFP36	0.062127266	0.002219791
Vesicle-mediated transport	ADAM10	0.070967477	0.001853941
Vesicle-mediated transport	ARFGEF1	0.084446203	0.001853941
Vesicle-mediated transport	FRS2	0.054890395	0.001853941
Vesicle-mediated transport	GRB2	0.103012623	0.001853941
Vesicle-mediated transport	IGF2R	0.103838194	0.001853941
Vesicle-mediated transport	LITAF	0.147967271	0.001853941
Vesicle-mediated transport	NCF1	0.123345657	0.001853941
Vesicle-mediated transport	NSF	0.110570367	0.001853941
Vesicle-mediated transport	OPTN	0.090084205	0.001853941
Vesicle-mediated transport	RAB31	0.087774589	0.001853941
Vesicle-mediated transport	RAC1	0.1445732	0.001853941
Vesicle-mediated transport	SOS2	0.083836947	0.001853941
Vesicle-mediated transport	TSPO	0.145344838	0.001853941
Vesicle-mediated transport	USP8	0.087857026	0.001853941
Vesicle-mediated transport	ACSL4	0.055418347	0.001853941
Vesicle-mediated transport	AP2M1	0.083675546	0.001853941
Vesicle-mediated transport	CAPZA1	0.062654664	0.001853941
Vesicle-mediated transport	CAPZA2	0.092925832	0.001853941
Vesicle-mediated transport	CAPZB	0.117139647	0.001853941
Vesicle-mediated transport	CLIP1	0.054636307	0.001853941
Vesicle-mediated transport	DNM2	0.055402091	0.001853941
Vesicle-mediated transport	EPS15	0.124392426	0.001853941
Vesicle-mediated transport	FNBP1	0.097381473	0.001853941
Vesicle-mediated transport	GOLGA4	0.077525208	0.001853941
Vesicle-mediated transport	GOLGB1	0.120921363	0.001853941
Vesicle-mediated transport	IQGAP1	0.119758066	0.001853941
Vesicle-mediated transport	ITSN2	0.123324904	0.001853941
Vesicle-mediated transport	MAN1A2	0.058067695	0.001853941
Vesicle-mediated transport	MAP2K5	0.05685156	0.001853941
Vesicle-mediated transport	MITD1	0.06803498	0.001853941
Vesicle-mediated transport	MKLN1	0.08473184	0.001853941
Vesicle-mediated transport	PICALM	0.09364837	0.001853941
Vesicle-mediated transport	PPM1B	0.064179795	0.001853941
Vesicle-mediated transport	PPP3CA	0.117048584	0.001853941
Vesicle-mediated transport	PREX1	0.110300764	0.001853941
Vesicle-mediated transport	SH3KBP1	0.187472182	0.001853941
Vesicle-mediated transport	SPART	0.05334588	0.001853941
Vesicle-mediated transport	TATDN1	0.051041868	0.001853941
Vesicle-mediated transport	TRAK1	0.093774204	0.001853941
Vesicle-mediated transport	WASHC2A	0.088156296	0.001853941
Vesicle-mediated transport	WASHC2C	0.088649627	0.001853941
Vesicle-mediated transport	WASHC3	0.071063292	0.001853941
Vesicle-mediated transport	WASHC4	0.078570698	0.001853941
Vesicle-mediated transport	WASHC5	0.070417915	0.001853941
Vesicle-mediated transport	ARF4	0.058812404	0.001853941
Vesicle-mediated transport	ATF5	0.09027914	0.001853941
Vesicle-mediated transport	COPB2	0.068307408	0.001853941
Vesicle-mediated transport	LMAN1	0.072801223	0.001853941
Vesicle-mediated transport	MAPK8IP3	0.067465013	0.001853941
Vesicle-mediated transport	RAB13	0.115791672	0.001853941
Vesicle-mediated transport	RAB1A	0.077400454	0.001853941
Vesicle-mediated transport	RAB4A	0.065843507	0.001853941
Vesicle-mediated transport	RAB5A	0.056770182	0.001853941
Vesicle-mediated transport	RABEP1	0.100501816	0.001853941
Vesicle-mediated transport	RNFT1	0.054496138	0.001853941
Vesicle-mediated transport	SPAG9	0.051030244	0.001853941
Vesicle-mediated transport	TFAM	0.068154614	0.001853941
Vesicle-mediated transport	TMED10	0.052524008	0.001853941
Vesicle-mediated transport	TRAPPC8	0.050401389	0.001853941
Vesicle-mediated transport	TUBA1A	0.141119817	0.001853941
Vesicle-mediated transport	TUBA1C	0.072511499	0.001853941
Vesicle-mediated transport	USP1	0.068767376	0.001853941
Vesicle-mediated transport	UCK2	0.05306832	0.001853941
Vesicle-mediated transport	AP1G1	0.053487532	0.001853941
Vesicle-mediated transport	AP1S2	0.07784358	0.001853941
Vesicle-mediated transport	AP2S1	0.101771484	0.001853941
Vesicle-mediated transport	ARF1	0.080859896	0.001853941
Vesicle-mediated transport	GGA2	0.086628036	0.001853941
Vesicle-mediated transport	M6PR	0.113135762	0.001853941
Vesicle-mediated transport	USP12	0.072974147	0.001853941
Vesicle-mediated transport	ZNF318	0.078004173	0.001853941
Vesicle-mediated transport	ACAP1	0.070424687	0.001853941
Vesicle-mediated transport	NCOA4	0.087457634	0.001853941
