Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Organelle biogenesis and maintenance	MICAL3	0.086873418	0.000819545
Organelle biogenesis and maintenance	RAB2A	0.072624402	0.000819545
Organelle biogenesis and maintenance	RNF130	0.081521513	0.000819545
Chromatin organization	CHD3	0.082925838	0.000718133
Chromatin organization	CHD4	0.170083518	0.000718133
Chromatin organization	CSNK2A1	0.104294947	0.000718133
Chromatin organization	DNMT1	0.132833496	0.000718133
Chromatin organization	GATAD2A	0.069820189	0.000718133
Chromatin organization	HDAC2	0.095383437	0.000718133
Chromatin organization	IKZF1	0.114252497	0.000718133
Chromatin organization	KDM5A	0.120025064	0.000718133
Chromatin organization	KDM5B	0.067986842	0.000718133
Chromatin organization	KMT5B	0.054064797	0.000718133
Chromatin organization	MBD2	0.136302466	0.000718133
Chromatin organization	MBD3	0.054697504	0.000718133
Chromatin organization	MORF4L2	0.083807455	0.000718133
Chromatin organization	MTA1	0.084149075	0.000718133
Chromatin organization	MTA2	0.133610656	0.000718133
Chromatin organization	MTA3	0.051316158	0.000718133
Chromatin organization	RBBP4	0.130261303	0.000718133
Chromatin organization	RBBP7	0.135923166	0.000718133
Chromatin organization	SETD2	0.081656776	0.000718133
Chromatin organization	SIN3A	0.075564827	0.000718133
Chromatin organization	NSD3	0.098200044	0.000718133
Chromatin organization	HDAC1	0.113798635	0.000718133
Chromatin organization	POLE4	0.10201741	0.000718133
Chromatin organization	CBX1	0.08466098	0.000718133
Chromatin organization	RUVBL1	0.072478321	0.000718133
Chromatin organization	ATAD5	0.081313089	0.000718133
Chromatin organization	GATAD2B	0.069627534	0.000718133
Chromatin organization	HELLS	0.119391204	0.000718133
Chromatin organization	HJURP	0.099660111	0.000718133
Chromatin organization	MRFAP1	0.107770214	0.000718133
Chromatin organization	NCAPD3	0.07292677	0.000718133
Chromatin organization	RSF1	0.086140595	0.000718133
Chromatin organization	TRIM24	0.07993735	0.000718133
Chromatin organization	ZNF148	0.113549754	0.000718133
Chromatin organization	ZNF292	0.081463995	0.000718133
Chromatin organization	ACTL6A	0.071790806	0.000718133
Chromatin organization	BCL11A	0.080908451	0.000718133
Chromatin organization	DR1	0.081359415	0.000718133
Chromatin organization	KMT2C	0.078004112	0.000718133
Chromatin organization	MPG	0.097418587	0.000718133
Chromatin organization	TADA3	0.094487174	0.000718133
Chromatin organization	WDR5	0.05990579	0.000718133
Chromatin organization	YEATS4	0.069232814	0.000718133
Chromatin organization	YY1	0.132016956	0.000718133
Chromatin organization	MORF4L1	0.115347482	0.000718133
Chromatin organization	CDCA4	0.100722759	0.000718133
Chromatin organization	CDC42EP3	0.06989347	0.000718133
Chromatin organization	TRRAP	0.072049662	0.000718133
Autophagy	FNIP1	0.081494355	0.000103822
Autophagy	NCOA7	0.075654712	0.000103822
Autophagy	RB1CC1	0.073071145	0.000103822
Autophagy	NAE1	0.056822738	0.000103822
Autophagy	OPTN	0.152419901	0.000103822
Autophagy	SQSTM1	0.122228779	0.000103822
Autophagy	TAX1BP1	0.103169696	0.000103822
Autophagy	USP18	0.010223959	0.000103822
Autophagy	RAB39B	0.054345105	0.000103822
Autophagy	UBA5	0.102746759	0.000103822
Autophagy	BNIP3	0.119236239	0.000103822
Autophagy	PRKAG1	0.054301066	0.000103822
Autophagy	ATG12	0.055036951	0.000103822
Autophagy	BNIP3L	0.145744493	0.000103822
Autophagy	MAP1LC3B	0.117947237	0.000103822
Digestion and absorption	LCK	0.089820848	7.66E-05
Drug ADME	PIM1	0.03337333	-8.71E-05
Sensory Perception	EZR	0.126932596	-0.000117558
Sensory Perception	LAMTOR1	0.155509736	-0.000117558
Sensory Perception	LAMTOR2	0.123838247	-0.000117558
Sensory Perception	LAMTOR3	0.105374232	-0.000117558
Sensory Perception	LSP1	0.182847991	-0.000117558
Sensory Perception	MAP2K1	0.081510013	-0.000117558
Sensory Perception	MAPK1	0.109758583	-0.000117558
Sensory Perception	MSN	0.137523681	-0.000117558
Sensory Perception	MYO1C	0.081470498	-0.000117558
Sensory Perception	PEBP1	0.183903108	-0.000117558
Sensory Perception	PIK3R5	0.100585803	-0.000117558
Sensory Perception	NAE1	0.056822738	-0.000117558
Sensory Perception	ARF4	0.077679524	-0.000117558
Sensory Perception	GOPC	0.062221585	-0.000117558
Sensory Perception	MAPK8IP3	0.071105334	-0.000117558
Sensory Perception	HMGB3	0.06162884	-0.000117558
Sensory Perception	AGTRAP	0.052991479	-0.000117558
Sensory Perception	TWF2	0.148013131	-0.000117558
Sensory Perception	RDX	0.138551725	-0.000117558
Sensory Perception	SWAP70	0.121441761	-0.000117558
Muscle contraction	ARHGDIA	0.112568524	-0.000261711
Muscle contraction	MYH9	0.168057057	-0.000261711
Muscle contraction	MYL12A	0.098144965	-0.000261711
Muscle contraction	MYL6	0.112766474	-0.000261711
Muscle contraction	MYL6B	0.089030438	-0.000261711
Muscle contraction	TMOD3	0.100688492	-0.000261711
Muscle contraction	TPM3	0.104547789	-0.000261711
Muscle contraction	TPM4	0.174098039	-0.000261711
Muscle contraction	VIM	0.087189276	-0.000261711
Muscle contraction	ATP2A2	0.05264178	-0.000261711
Muscle contraction	CREM	0.168257009	-0.000261711
Muscle contraction	RPL41	0.132611581	-0.000261711
Muscle contraction	BIRC5	0.168297514	-0.000261711
Muscle contraction	CAP1	0.13671443	-0.000261711
Muscle contraction	PDE4DIP	0.062829293	-0.000261711
Muscle contraction	ATP1A1	0.07375515	-0.000261711
Muscle contraction	RAB2A	0.072624402	-0.000261711
Hemostasis	AHNAK	0.224168727	-0.000349527
Hemostasis	ANXA2	0.162763412	-0.000349527
Hemostasis	ANXA4	0.15141579	-0.000349527
Hemostasis	ANXA5	0.181959795	-0.000349527
Hemostasis	ANXA6	0.131680939	-0.000349527
Hemostasis	ARPC1B	0.099556557	-0.000349527
Hemostasis	ARPC2	0.137749611	-0.000349527
Hemostasis	CAPZB	0.142889906	-0.000349527
Hemostasis	CD99	0.109460286	-0.000349527
Hemostasis	CTSA	0.067635899	-0.000349527
Hemostasis	CYBA	0.087139311	-0.000349527
Hemostasis	FLNA	0.179382808	-0.000349527
Hemostasis	GNAI2	0.187836129	-0.000349527
Hemostasis	GNAI3	0.119632884	-0.000349527
Hemostasis	GNB1	0.150412186	-0.000349527
Hemostasis	GNB2	0.169148806	-0.000349527
Hemostasis	GRN	0.195662364	-0.000349527
Hemostasis	GSN	0.077838564	-0.000349527
Hemostasis	IGFBP4	0.094175064	-0.000349527
Hemostasis	KIF5B	0.113146187	-0.000349527
Hemostasis	MSN	0.137523681	-0.000349527
Hemostasis	MYH9	0.168057057	-0.000349527
Hemostasis	NCOA7	0.075654712	-0.000349527
Hemostasis	NFATC2	0.0789419	-0.000349527
Hemostasis	PEA15	0.103472354	-0.000349527
Hemostasis	PLGRKT	0.052215357	-0.000349527
Hemostasis	PRKCD	0.118830724	-0.000349527
Hemostasis	RACGAP1	0.123667613	-0.000349527
Hemostasis	RHOG	0.183102289	-0.000349527
Hemostasis	S100A10	0.245743753	-0.000349527
Hemostasis	S100A11	0.180269245	-0.000349527
Hemostasis	S100A4	0.126321752	-0.000349527
Hemostasis	S100A6	0.068645843	-0.000349527
Hemostasis	SRGN	0.203005857	-0.000349527
Hemostasis	TOPORS	0.063098674	-0.000349527
Hemostasis	TPM4	0.174098039	-0.000349527
Hemostasis	VIM	0.087189276	-0.000349527
Hemostasis	BLK	0.088632916	-0.000349527
Hemostasis	C1S	0.012192347	-0.000349527
Hemostasis	CD79B	0.073152066	-0.000349527
Hemostasis	CSTB	0.203881035	-0.000349527
Hemostasis	CTSB	0.130416533	-0.000349527
Hemostasis	FTH1	0.088919293	-0.000349527
Hemostasis	FTL	0.0595283	-0.000349527
Hemostasis	IFNGR2	0.032887678	-0.000349527
Hemostasis	IL7	0.053032739	-0.000349527
Hemostasis	LCK	0.089820848	-0.000349527
Hemostasis	NPM1	0.081906128	-0.000349527
Hemostasis	PECAM1	0.091455341	-0.000349527
Hemostasis	PLCG2	0.117870183	-0.000349527
Hemostasis	SERPINB6	0.121376002	-0.000349527
Hemostasis	TSPO	0.217432193	-0.000349527
Hemostasis	ABCE1	0.061240984	-0.000349527
Hemostasis	ATF5	0.080035945	-0.000349527
Hemostasis	C1QBP	0.112365425	-0.000349527
Hemostasis	CTSC	0.078813352	-0.000349527
Hemostasis	DALRD3	0.052521267	-0.000349527
Hemostasis	KIF2C	0.145834055	-0.000349527
Hemostasis	LMAN1	0.118104638	-0.000349527
Hemostasis	MGAT1	0.079748229	-0.000349527
Hemostasis	POGLUT1	0.09177302	-0.000349527
Hemostasis	PRDX4	0.086657883	-0.000349527
Hemostasis	STMN1	0.260380486	-0.000349527
Hemostasis	TOP2A	0.250136903	-0.000349527
Hemostasis	TRPC4AP	0.057388712	-0.000349527
Hemostasis	TUBA1A	0.156627125	-0.000349527
Hemostasis	TUBA1B	0.101143429	-0.000349527
Hemostasis	TUBA1C	0.176532307	-0.000349527
Hemostasis	TUBB	0.087774374	-0.000349527
Hemostasis	TUBB2A	0.087459463	-0.000349527
Hemostasis	TUBB6	0.129073184	-0.000349527
Hemostasis	TXNDC5	0.055528774	-0.000349527
Hemostasis	CAPG	0.25434739	-0.000349527
Hemostasis	KIF20A	0.075420071	-0.000349527
Hemostasis	KIF2A	0.095873284	-0.000349527
Hemostasis	LAMP1	0.058251673	-0.000349527
Hemostasis	LGALS3	0.238283066	-0.000349527
Hemostasis	CAP1	0.13671443	-0.000349527
Hemostasis	CENPE	0.139713216	-0.000349527
Hemostasis	KIF11	0.141837587	-0.000349527
Hemostasis	KIF15	0.105780487	-0.000349527
Hemostasis	KIF18A	0.082188396	-0.000349527
Hemostasis	KIF4A	0.130910338	-0.000349527
Hemostasis	KIFC1	0.125881516	-0.000349527
Hemostasis	TK1	0.171039331	-0.000349527
Hemostasis	LGALS1	0.334663433	-0.000349527
Hemostasis	LMNA	0.251090802	-0.000349527
Hemostasis	NPC2	0.090266454	-0.000349527
Hemostasis	PSAP	0.174032867	-0.000349527
Hemostasis	TLN1	0.114221381	-0.000349527
Hemostasis	PGAM1	0.200347191	-0.000349527
Hemostasis	PRCC	0.095086475	-0.000349527
Hemostasis	COTL1	0.230154976	-0.000349527
Hemostasis	COX7A2	0.125413053	-0.000349527
Hemostasis	TAGLN2	0.104188705	-0.000349527
Hemostasis	CRELD2	0.084006678	-0.000349527
Hemostasis	WDR1	0.166479685	-0.000349527
Hemostasis	CD63	0.140626189	-0.000349527
Hemostasis	NUMB	0.102547649	-0.000349527
Hemostasis	ADAM28	0.062031455	-0.000349527
Hemostasis	CD44	0.192454008	-0.000349527
Hemostasis	CYB561A3	0.077989563	-0.000349527
Hemostasis	FKBP1A	0.171963436	-0.000349527
Hemostasis	FXYD5	0.165427773	-0.000349527
Hemostasis	ITGB1	0.053487609	-0.000349527
Hemostasis	ITPRID2	0.05410696	-0.000349527
Hemostasis	KIF22	0.16861545	-0.000349527
Hemostasis	MAP4	0.128204531	-0.000349527
Hemostasis	PLP2	0.152683325	-0.000349527
Hemostasis	SECISBP2L	0.069983625	-0.000349527
Hemostasis	SH3BGRL3	0.112425694	-0.000349527
Hemostasis	SLC7A6	0.066195011	-0.000349527
Hemostasis	VAT1	0.056351648	-0.000349527
Hemostasis	ZYX	0.102321022	-0.000349527
Circadian Clock	BHLHE40	0.184059263	-0.000398186
Circadian Clock	CSNK1D	0.083891065	-0.000398186
Circadian Clock	EGLN1	0.060898412	-0.000398186
Circadian Clock	LRRC47	0.055939294	-0.000398186
Circadian Clock	LTV1	0.051242984	-0.000398186
Circadian Clock	NOB1	0.11548189	-0.000398186
Circadian Clock	TSR1	0.097485564	-0.000398186
Reproduction	STAG1	0.066803971	-0.00087284
Reproduction	SYNE2	0.090332938	-0.00087284
Reproduction	SPN	0.114010177	-0.00087284
Reproduction	CTCF	0.097405192	-0.00087284
Reproduction	RAD21	0.175927897	-0.00087284
Reproduction	SMC3	0.125202273	-0.00087284
Reproduction	SMC4	0.211290329	-0.00087284
Reproduction	LMNB1	0.158345471	-0.00087284
Reproduction	NCAPD3	0.07292677	-0.00087284
Reproduction	NCAPG2	0.140498578	-0.00087284
Reproduction	NCAPH2	0.073199973	-0.00087284
Reproduction	POT1	0.051114898	-0.00087284
Reproduction	SMC1A	0.132710091	-0.00087284
Reproduction	SMC2	0.132652353	-0.00087284
Reproduction	STAG2	0.112074475	-0.00087284
Reproduction	TERF2IP	0.082625928	-0.00087284
Reproduction	ATRX	0.11947537	-0.00087284
Reproduction	LMNA	0.251090802	-0.00087284
Reproduction	KMT2C	0.078004112	-0.00087284
Reproduction	SUN2	0.075508521	-0.00087284
Reproduction	SYNE1	0.056886784	-0.00087284
Reproduction	ADAM28	0.062031455	-0.00087284
Cell-Cell communication	ARHGAP5	0.061919758	-0.000975671
Cell-Cell communication	CD69	-0.033450369	-0.000975671
Cell-Cell communication	CTNNA1	0.093746402	-0.000975671
Cell-Cell communication	CTNNB1	0.102075704	-0.000975671
Cell-Cell communication	CTNND1	0.129231685	-0.000975671
Cell-Cell communication	ERBIN	0.083408564	-0.000975671
Cell-Cell communication	MAPRE1	0.11549482	-0.000975671
Cell-Cell communication	NCK2	0.113025506	-0.000975671
Cell-Cell communication	PKN2	0.090722962	-0.000975671
Cell-Cell communication	RHOA	0.134460398	-0.000975671
Cell-Cell communication	SOX4	0.088293009	-0.000975671
Cell-Cell communication	CAPNS1	0.153842257	-0.000975671
Cell-Cell communication	IFI30	0.159205017	-0.000975671
Cell-Cell communication	ILK	0.101190249	-0.000975671
Cell-Cell communication	ITGAL	0.122862668	-0.000975671
Cell-Cell communication	ITGB2	0.093848859	-0.000975671
Cell-Cell communication	YBX3	0.053983041	-0.000975671
Cell-Cell communication	YWHAH	0.189363162	-0.000975671
Cell-Cell communication	SET	0.132911796	-0.000975671
Cell-Cell communication	UBN1	0.064573354	-0.000975671
Cell-Cell communication	ZYX	0.102321022	-0.000975671
Cell-Cell communication	RRAS	0.058240728	-0.000975671
Cell-Cell communication	CAST	0.130245344	-0.000975671
Cell-Cell communication	LASP1	0.079637674	-0.000975671
Neuronal System	ABI1	0.096390479	-0.001338346
Neuronal System	ADAM10	0.052042264	-0.001338346
Neuronal System	AKAP11	0.072205828	-0.001338346
Neuronal System	APC	0.085414072	-0.001338346
Neuronal System	BRAF	0.061515282	-0.001338346
Neuronal System	CALM3	0.149576964	-0.001338346
Neuronal System	CD69	-0.033450369	-0.001338346
Neuronal System	ERC1	0.102945054	-0.001338346
Neuronal System	GNAI2	0.187836129	-0.001338346
Neuronal System	GNAI3	0.119632884	-0.001338346
Neuronal System	GNB1	0.150412186	-0.001338346
Neuronal System	GNB2	0.169148806	-0.001338346
Neuronal System	LITAF	0.206867476	-0.001338346
Neuronal System	MYH10	0.094260915	-0.001338346
Neuronal System	PDE4B	0.105881504	-0.001338346
Neuronal System	PPFIBP1	0.06585317	-0.001338346
Neuronal System	PPM1B	0.072514102	-0.001338346
Neuronal System	PTPRJ	0.076719459	-0.001338346
Neuronal System	RB1CC1	0.073071145	-0.001338346
Neuronal System	RGS10	0.249161253	-0.001338346
Neuronal System	SCAF8	0.053769423	-0.001338346
Neuronal System	VAPA	0.056345166	-0.001338346
Neuronal System	CAMK1	0.053225648	-0.001338346
Neuronal System	CREM	0.168257009	-0.001338346
Neuronal System	IGF2R	0.084795352	-0.001338346
Neuronal System	IL16	0.084903057	-0.001338346
Neuronal System	NSF	0.158121417	-0.001338346
Neuronal System	PIM1	0.03337333	-0.001338346
Neuronal System	AKAP10	0.05038135	-0.001338346
Neuronal System	EEF2	0.121183541	-0.001338346
Neuronal System	API5	0.064037622	-0.001338346
Neuronal System	JPT1	0.200906459	-0.001338346
Neuronal System	KIF2A	0.095873284	-0.001338346
Neuronal System	SMC4	0.211290329	-0.001338346
Neuronal System	MELK	0.116566523	-0.001338346
Neuronal System	NCAPD2	0.178812338	-0.001338346
Neuronal System	NCAPD3	0.07292677	-0.001338346
Neuronal System	NCAPG	0.177720164	-0.001338346
Neuronal System	NCAPG2	0.140498578	-0.001338346
Neuronal System	NCAPH	0.11774804	-0.001338346
Neuronal System	NCAPH2	0.073199973	-0.001338346
Neuronal System	PDE4DIP	0.062829293	-0.001338346
Neuronal System	SMC2	0.132652353	-0.001338346
Neuronal System	AKAP9	0.074719141	-0.001338346
Neuronal System	APLP2	0.07204818	-0.001338346
Neuronal System	ATM	0.06048201	-0.001338346
Neuronal System	GGA2	0.066521988	-0.001338346
Neuronal System	CERT1	0.08817169	-0.001338346
Neuronal System	CLIC4	0.140959107	-0.001338346
Neuronal System	OSBP	0.096824307	-0.001338346
Neuronal System	CSRP1	0.057025894	-0.001338346
Neuronal System	STXBP2	0.075503244	-0.001338346
Neuronal System	FKBP1A	0.171963436	-0.001338346
Neuronal System	PRKCE	0.15033973	-0.001338346
Neuronal System	CD47	0.070017083	-0.001338346
Neuronal System	APP	0.0934036	-0.001338346
Neuronal System	CASK	0.108413033	-0.001338346
Neuronal System	CAST	0.130245344	-0.001338346
Neuronal System	EPB41	0.080014024	-0.001338346
Neuronal System	KCNAB2	0.082600923	-0.001338346
Neuronal System	PPM1A	0.055791631	-0.001338346
Neuronal System	PRKAG1	0.054301066	-0.001338346
Neuronal System	PRKAR1A	0.0653689	-0.001338346
Cellular responses to stimuli	ATF7	0.054889024	-0.001740093
Cellular responses to stimuli	BATF	0.104302514	-0.001740093
Cellular responses to stimuli	BATF3	0.102072252	-0.001740093
Cellular responses to stimuli	CABIN1	0.05964169	-0.001740093
Cellular responses to stimuli	CASP7	0.056358003	-0.001740093
Cellular responses to stimuli	CFL1	0.073819826	-0.001740093
Cellular responses to stimuli	CREB3	0.067028498	-0.001740093
Cellular responses to stimuli	ELF1	0.057000545	-0.001740093
Cellular responses to stimuli	FNIP1	0.081494355	-0.001740093
Cellular responses to stimuli	GRN	0.195662364	-0.001740093
Cellular responses to stimuli	JUNB	0.083072153	-0.001740093
Cellular responses to stimuli	KLF12	0.057584701	-0.001740093
Cellular responses to stimuli	LAMTOR1	0.155509736	-0.001740093
Cellular responses to stimuli	LAMTOR2	0.123838247	-0.001740093
Cellular responses to stimuli	LAMTOR3	0.105374232	-0.001740093
Cellular responses to stimuli	LAMTOR4	0.115554313	-0.001740093
Cellular responses to stimuli	LAMTOR5	0.152354053	-0.001740093
Cellular responses to stimuli	MAPKAP1	0.121180209	-0.001740093
Cellular responses to stimuli	MEF2A	0.140081799	-0.001740093
Cellular responses to stimuli	MEF2D	0.058679286	-0.001740093
Cellular responses to stimuli	MORF4L2	0.083807455	-0.001740093
Cellular responses to stimuli	MTOR	0.070662073	-0.001740093
Cellular responses to stimuli	NFATC2	0.0789419	-0.001740093
Cellular responses to stimuli	NFATC3	0.088177045	-0.001740093
Cellular responses to stimuli	NFE2L2	0.124006963	-0.001740093
Cellular responses to stimuli	NKTR	0.076809613	-0.001740093
Cellular responses to stimuli	NR3C1	0.132574933	-0.001740093
Cellular responses to stimuli	RNF41	0.052289055	-0.001740093
Cellular responses to stimuli	RPTOR	0.053133906	-0.001740093
Cellular responses to stimuli	RRAGC	0.077149638	-0.001740093
Cellular responses to stimuli	RRAS2	0.125007843	-0.001740093
Cellular responses to stimuli	SIL1	0.08734702	-0.001740093
Cellular responses to stimuli	SRA1	0.10907262	-0.001740093
Cellular responses to stimuli	TMBIM6	0.07376007	-0.001740093
Cellular responses to stimuli	C1orf43	0.137989192	-0.001740093
Cellular responses to stimuli	CREM	0.168257009	-0.001740093
Cellular responses to stimuli	ISG15	-0.017868631	-0.001740093
Cellular responses to stimuli	LAPTM5	0.164769721	-0.001740093
Cellular responses to stimuli	NFYC	0.083996879	-0.001740093
Cellular responses to stimuli	P4HB	0.172721299	-0.001740093
Cellular responses to stimuli	PRDX2	0.125759938	-0.001740093
Cellular responses to stimuli	RFX5	0.051714998	-0.001740093
Cellular responses to stimuli	RFXANK	0.087697951	-0.001740093
Cellular responses to stimuli	RNF7	0.123373772	-0.001740093
Cellular responses to stimuli	RUNX3	0.14014962	-0.001740093
Cellular responses to stimuli	SPI1	0.118562226	-0.001740093
Cellular responses to stimuli	ST13	0.142546093	-0.001740093
Cellular responses to stimuli	STUB1	0.096296809	-0.001740093
Cellular responses to stimuli	TXN	0.123695088	-0.001740093
Cellular responses to stimuli	TXNRD1	0.092002308	-0.001740093
Cellular responses to stimuli	TXNRD2	0.052697735	-0.001740093
Cellular responses to stimuli	ZFP36L2	0.074840522	-0.001740093
Cellular responses to stimuli	ATF4	0.142081516	-0.001740093
Cellular responses to stimuli	ATF5	0.080035945	-0.001740093
Cellular responses to stimuli	CCNB1IP1	0.101489604	-0.001740093
Cellular responses to stimuli	CDC37	0.118450612	-0.001740093
Cellular responses to stimuli	COPG1	0.059142369	-0.001740093
Cellular responses to stimuli	DNAJA1	0.071248691	-0.001740093
Cellular responses to stimuli	EEF2	0.121183541	-0.001740093
Cellular responses to stimuli	EGLN1	0.060898412	-0.001740093
Cellular responses to stimuli	GAPDH	0.110080466	-0.001740093
Cellular responses to stimuli	HMGN2	0.203288877	-0.001740093
Cellular responses to stimuli	HSP90B1	0.069966623	-0.001740093
Cellular responses to stimuli	HSPA9	0.137817334	-0.001740093
Cellular responses to stimuli	LDHB	0.139344094	-0.001740093
Cellular responses to stimuli	LTA4H	0.11086777	-0.001740093
Cellular responses to stimuli	PGK1	0.16762321	-0.001740093
Cellular responses to stimuli	PPIA	0.089601457	-0.001740093
Cellular responses to stimuli	TLK1	0.136285847	-0.001740093
Cellular responses to stimuli	TUBB2A	0.087459463	-0.001740093
Cellular responses to stimuli	AHSA1	0.06689066	-0.001740093
Cellular responses to stimuli	ASF1A	0.059503266	-0.001740093
Cellular responses to stimuli	CAPG	0.25434739	-0.001740093
Cellular responses to stimuli	GLOD4	0.09686241	-0.001740093
Cellular responses to stimuli	LAMP1	0.058251673	-0.001740093
Cellular responses to stimuli	LGALS3	0.238283066	-0.001740093
Cellular responses to stimuli	RAMAC	0.051067486	-0.001740093
Cellular responses to stimuli	TRAP1	0.13985949	-0.001740093
Cellular responses to stimuli	ASF1B	0.135457522	-0.001740093
Cellular responses to stimuli	DNAJB6	0.101115933	-0.001740093
Cellular responses to stimuli	DUT	0.190171611	-0.001740093
Cellular responses to stimuli	GTSE1	0.129530692	-0.001740093
Cellular responses to stimuli	HMGN1	0.164200025	-0.001740093
Cellular responses to stimuli	MCM5	0.088673647	-0.001740093
Cellular responses to stimuli	MRFAP1	0.107770214	-0.001740093
Cellular responses to stimuli	PDLIM1	0.18394742	-0.001740093
Cellular responses to stimuli	ATRX	0.11947537	-0.001740093
Cellular responses to stimuli	DUSP22	0.066519439	-0.001740093
Cellular responses to stimuli	FKBP5	0.076375369	-0.001740093
Cellular responses to stimuli	HSP90AA1	0.074866951	-0.001740093
Cellular responses to stimuli	HSPA4	0.082204316	-0.001740093
Cellular responses to stimuli	HSPB1	0.087585202	-0.001740093
Cellular responses to stimuli	RPS6KC1	0.057679776	-0.001740093
Cellular responses to stimuli	SCYL2	0.07083284	-0.001740093
Cellular responses to stimuli	CIITA	0.122991012	-0.001740093
Cellular responses to stimuli	DNAJA3	0.064587658	-0.001740093
Cellular responses to stimuli	ELOF1	0.096217104	-0.001740093
Cellular responses to stimuli	HTT	0.141049032	-0.001740093
Cellular responses to stimuli	NSD1	0.130096953	-0.001740093
Cellular responses to stimuli	PTGES3	0.108943324	-0.001740093
Cellular responses to stimuli	SMYD2	0.051767515	-0.001740093
Cellular responses to stimuli	SMYD3	0.062703175	-0.001740093
Cellular responses to stimuli	UBN1	0.064573354	-0.001740093
Cellular responses to stimuli	USP7	0.104269118	-0.001740093
Cellular responses to stimuli	ACSL5	0.07678458	-0.001740093
Cellular responses to stimuli	ACYP2	0.054490801	-0.001740093
Cellular responses to stimuli	AGPAT3	0.072603029	-0.001740093
Cellular responses to stimuli	CHD6	0.085681836	-0.001740093
Cellular responses to stimuli	GYG1	0.061429418	-0.001740093
Cellular responses to stimuli	PRDX1	0.058902443	-0.001740093
Cellular responses to stimuli	SLC25A11	0.067227577	-0.001740093
Cellular responses to stimuli	ZRANB2	0.058295911	-0.001740093
Cellular responses to stimuli	C11orf24	0.050038332	-0.001740093
Cellular responses to stimuli	CRELD2	0.084006678	-0.001740093
Cellular responses to stimuli	DNAJB14	0.067725302	-0.001740093
Cellular responses to stimuli	GLRX2	0.075854625	-0.001740093
Cellular responses to stimuli	HMGA1	0.120497254	-0.001740093
Cellular responses to stimuli	MORF4L1	0.115347482	-0.001740093
Cellular responses to stimuli	PKM	0.098769994	-0.001740093
Cellular responses to stimuli	PRDX3	0.180912496	-0.001740093
Cellular responses to stimuli	SERINC1	0.066755223	-0.001740093
Cellular responses to stimuli	SNX1	0.085624532	-0.001740093
Cellular responses to stimuli	TIMM22	0.053567756	-0.001740093
Cellular responses to stimuli	VTI1B	0.092443696	-0.001740093
Cellular responses to stimuli	WDR1	0.166479685	-0.001740093
Cellular responses to stimuli	WTAP	0.065899826	-0.001740093
Gene expression (Transcription)	ADARB1	0.078860001	-0.002085911
Gene expression (Transcription)	CASP1	0.046991482	-0.002085911
Gene expression (Transcription)	CASP2	0.076095989	-0.002085911
Gene expression (Transcription)	CDK9	0.052040624	-0.002085911
Gene expression (Transcription)	CHD1	0.095367569	-0.002085911
Gene expression (Transcription)	CHD3	0.082925838	-0.002085911
Gene expression (Transcription)	CHD4	0.170083518	-0.002085911
Gene expression (Transcription)	CREB1	0.099057196	-0.002085911
Gene expression (Transcription)	CSNK2A1	0.104294947	-0.002085911
Gene expression (Transcription)	CSNK2A2	0.060447616	-0.002085911
Gene expression (Transcription)	CTNNB1	0.102075704	-0.002085911
Gene expression (Transcription)	DNMT1	0.132833496	-0.002085911
Gene expression (Transcription)	ERH	0.144080127	-0.002085911
Gene expression (Transcription)	ESR1	0.064890016	-0.002085911
Gene expression (Transcription)	ETS1	0.103459234	-0.002085911
Gene expression (Transcription)	FMNL1	0.101996005	-0.002085911
Gene expression (Transcription)	FOXO1	0.100621687	-0.002085911
Gene expression (Transcription)	GADD45A	0.085014815	-0.002085911
Gene expression (Transcription)	GATAD2A	0.069820189	-0.002085911
Gene expression (Transcription)	GTF2I	0.129311308	-0.002085911
Gene expression (Transcription)	HCFC1	0.106530186	-0.002085911
Gene expression (Transcription)	HDAC2	0.095383437	-0.002085911
Gene expression (Transcription)	JMJD1C	0.070945303	-0.002085911
Gene expression (Transcription)	JUN	0.122774171	-0.002085911
Gene expression (Transcription)	KLF12	0.057584701	-0.002085911
Gene expression (Transcription)	KMT5B	0.054064797	-0.002085911
Gene expression (Transcription)	MAP2K5	0.059079225	-0.002085911
Gene expression (Transcription)	MAPKAP1	0.121180209	-0.002085911
Gene expression (Transcription)	MBD2	0.136302466	-0.002085911
Gene expression (Transcription)	MBD3	0.054697504	-0.002085911
Gene expression (Transcription)	MDM2	0.217182353	-0.002085911
Gene expression (Transcription)	MLST8	0.093741519	-0.002085911
Gene expression (Transcription)	MORC3	0.061055136	-0.002085911
Gene expression (Transcription)	MTA1	0.084149075	-0.002085911
Gene expression (Transcription)	MTA2	0.133610656	-0.002085911
Gene expression (Transcription)	MTA3	0.051316158	-0.002085911
Gene expression (Transcription)	MTF2	0.11211432	-0.002085911
Gene expression (Transcription)	MTOR	0.070662073	-0.002085911
Gene expression (Transcription)	MYB	0.052519	-0.002085911
Gene expression (Transcription)	NAB2	0.05495951	-0.002085911
Gene expression (Transcription)	NFE2L2	0.124006963	-0.002085911
Gene expression (Transcription)	NFIC	0.067707604	-0.002085911
Gene expression (Transcription)	NQO1	0.23311216	-0.002085911
Gene expression (Transcription)	OGT	0.100266257	-0.002085911
Gene expression (Transcription)	PAN3	0.078850823	-0.002085911
